label,timestamp,timestamp_epoch,flow_id,src_ip,src_port,dest_ip,dest_port,protocol,app_proto,flow_state,packets_to_server,packets_to_client,bytes_to_server,bytes_to_client,total_packets,total_bytes,flow_duration,packet_rate,byte_rate,average_packet_size,upload_download_ratio,dns_event_count,dns_record_type,dns_type,dns_rcode,dns_unique_domain_count_per_flow,dns_max_query_length_per_flow,tls_event_count,sni,tls_version,ja3_hash,ja3_string,ja3s_hash,ja3s_string,ja4,tls_subject,tls_issuer,quic_event_count,quic_version,quic_sni,quic_ja3,quic_ja3s,source_flow_count,unique_destination_ips,unique_destination_ports,dns_query_count_by_source,unique_dns_domains_by_source,repeated_dns_queries,destination_fanout,source_ip_count_in_file,source_ip_entropy_in_file,src_interarrival_sec,dns_query,dns_query_length,dns_entropy,dns_digit_count,dns_letter_count,dns_hyphen_count,dns_dot_count,dns_digit_ratio,dns_label_count,dns_longest_label,dns_bigram_count,dns_unique_bigram_count,dns_trigram_count,dns_unique_trigram_count
ddos,2026-09-22T15:24:28.657976+00:00,1790090668.6579735,756731956463962,124.4.132.41,7469,192.168.50.47,80,TCP,,new,1,0,54,0,1,54,0.0,854.0465204006913,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,3,1,1,0,0,0,1,176,7.459431618637297,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-22T15:24:28.657976+00:00,1790090668.6579735,638434507536173,36.18.9.243,50297,192.168.50.47,80,TCP,,new,1,0,50,0,1,50,0.0,1461.8713806717901,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,1,1,1,0,0,0,1,176,7.459431618637297,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-22T15:24:28.657976+00:00,1790090668.6579735,556221735316366,52.6.216.221,33233,192.168.50.47,80,TCP,,new,1,0,45,0,1,45,0.0,1374.253889813072,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,1,1,1,0,0,0,1,176,7.459431618637297,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-22T15:24:28.657976+00:00,1790090668.6579735,776293925837069,100.40.18.241,9120,192.168.50.47,80,TCP,,new,1,0,66,0,1,66,0.0,1371.073594246087,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,2,1,1,0,0,0,1,176,7.459431618637297,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
dns_tunnel,2026-09-22T15:24:28.657976+00:00,1790090668.6579735,801996342733022,192.168.50.18,19511,8.8.8.8,53,UDP,,new,1,0,136,0,1,136,0.0,0.0,0.0,54.0,54.0,1,,,,1,66,0,,,,,,,,,,0,,,,,1,1,1,0,0,0,1,1,0.0,0.0,3iix24pkn1plqta4xmqwb7xwj796ejez5nqmr3cerzdks0lkiff9.sec-cloud.net,66,4.74323899677922,13,50,1,2,0.19696969696969696,3,52,0,0,0,0
beacon,2026-09-22T15:24:35.032112+00:00,1790090675.0321116,945865604142622,192.168.50.18,12240,203.0.113.68,443,TCP,,new,2,0,294,0,3,358,0.048477926749517834,0.0,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,38,1,1,0,0,0,1,1,0.0,6.374138045864462,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-22T15:24:28.657976+00:00,1790090668.6579735,168502426805878,71.120.246.62,33498,192.168.50.47,80,TCP,,new,1,0,67,0,1,67,0.0,1400.9650567502883,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,1,1,1,0,0,0,1,176,7.459431618637297,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-22T15:24:28.657976+00:00,1790090668.6579735,106389063143318,180.165.78.126,43295,192.168.50.47,80,TCP,,new,1,0,56,0,1,56,0.0,1058.4009065418225,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,1,1,1,0,0,0,1,176,7.459431618637297,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-22T15:24:28.657976+00:00,1790090668.6579735,651893965214720,234.99.203.225,52083,192.168.50.47,80,TCP,,new,1,0,43,0,1,43,0.0,867.5901486571621,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,1,1,1,0,0,0,1,176,7.459431618637297,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
portscan,2026-09-22T15:24:28.657976+00:00,1790090668.6579735,335502210018603,192.168.50.18,34395,192.168.50.47,3926,TCP,,new,1,0,54,0,1,54,0.0,0.0,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,63,1,63,0,0,0,63,1,0.0,0.00015262831543822825,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
portscan,2026-09-22T15:24:28.657976+00:00,1790090668.6579735,707809834652816,192.168.50.18,21871,192.168.50.47,23112,TCP,,new,1,0,54,0,1,54,0.0,0.0,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,63,1,63,0,0,0,63,1,0.0,0.004423191913111023,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-22T15:24:28.657976+00:00,1790090668.6579735,989448760300681,121.247.9.30,50571,192.168.50.47,80,TCP,,new,1,0,65,0,1,65,0.0,1219.0332279771878,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,2,1,1,0,0,0,1,176,7.459431618637297,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
portscan,2026-09-22T15:24:28.657976+00:00,1790090668.6579735,460318939196513,192.168.50.18,38555,192.168.50.47,56339,TCP,,new,1,0,54,0,1,54,0.0,0.0,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,63,1,63,0,0,0,63,1,0.0,0.0032533837146971373,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-22T15:24:28.657976+00:00,1790090668.6579735,558093890715493,96.205.250.10,56356,192.168.50.47,80,TCP,,new,1,0,71,0,1,71,0.0,1440.1362421113226,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,2,1,1,0,0,0,1,176,7.459431618637297,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-22T15:24:28.657976+00:00,1790090668.6579735,541515893794511,117.71.63.59,18290,192.168.50.47,80,TCP,,new,1,0,58,0,1,58,0.0,1039.7652397908462,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,3,1,1,0,0,0,1,176,7.459431618637297,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
beacon,2026-09-22T15:24:53.781157+00:00,1790090693.7811573,675825573460081,192.168.50.18,60310,203.0.113.68,443,TCP,,new,3,0,286,0,4,350,0.045089126751974726,0.0,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,38,1,1,0,0,0,1,1,0.0,6.361021918702775,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-22T15:24:28.657976+00:00,1790090668.6579735,275635832071590,158.10.237.57,40406,192.168.50.47,80,TCP,,new,1,0,43,0,1,43,0.0,912.6226517955978,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,2,1,1,0,0,0,1,176,7.459431618637297,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-22T15:24:28.657976+00:00,1790090668.6579735,997364572338612,46.98.23.209,10595,192.168.50.47,80,TCP,,new,1,0,42,0,1,42,0.0,1358.161141022074,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,3,1,1,0,0,0,1,176,7.459431618637297,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-22T15:24:28.657976+00:00,1790090668.6579735,718987575012099,181.6.116.55,53887,192.168.50.47,80,TCP,,new,1,0,54,0,1,54,0.0,1112.633085407694,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,1,1,1,0,0,0,1,176,7.459431618637297,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-22T15:24:28.657976+00:00,1790090668.6579735,667460082243758,138.8.239.15,47669,192.168.50.47,80,TCP,,new,1,0,74,0,1,74,0.0,1460.9136238094657,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,1,1,1,0,0,0,1,176,7.459431618637297,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-22T15:24:28.657976+00:00,1790090668.6579735,372961603034005,196.106.129.191,63690,192.168.50.47,80,TCP,,new,1,0,56,0,1,56,0.0,1364.640046081172,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,1,1,1,0,0,0,1,176,7.459431618637297,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-22T15:24:28.657976+00:00,1790090668.6579735,816860405047192,149.201.7.32,23179,192.168.50.47,80,TCP,,new,1,0,50,0,1,50,0.0,1072.2898044499018,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,3,1,1,0,0,0,1,176,7.459431618637297,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
portscan,2026-09-22T15:24:28.657976+00:00,1790090668.6579735,194480794571560,192.168.50.18,21925,192.168.50.47,2172,TCP,,new,1,0,54,0,1,54,0.0,0.0,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,63,1,63,0,0,0,63,1,0.0,0.004582157402855315,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-22T15:24:28.657976+00:00,1790090668.6579735,285601710951905,35.251.180.87,58308,192.168.50.47,80,TCP,,new,1,0,52,0,1,52,0.0,906.5564037298859,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,3,1,1,0,0,0,1,176,7.459431618637297,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
portscan,2026-09-22T15:24:28.657976+00:00,1790090668.6579735,956822724789968,192.168.50.18,30536,192.168.50.47,22548,TCP,,new,1,0,54,0,1,54,0.0,0.0,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,63,1,63,0,0,0,63,1,0.0,0.002988869088677618,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-22T15:24:28.657976+00:00,1790090668.6579735,503425118198315,35.143.76.92,24193,192.168.50.47,80,TCP,,new,1,0,58,0,1,58,0.0,1213.2084666856263,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,3,1,1,0,0,0,1,176,7.459431618637297,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-22T15:24:28.657976+00:00,1790090668.6579735,522770868722255,188.211.122.69,13985,192.168.50.47,80,TCP,,new,1,0,65,0,1,65,0.0,1252.4812206911472,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,3,1,1,0,0,0,1,176,7.459431618637297,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-22T15:24:28.657976+00:00,1790090668.6579735,748260603402172,107.23.176.74,20520,192.168.50.47,80,TCP,,new,1,0,71,0,1,71,0.0,955.5272723485948,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,1,1,1,0,0,0,1,176,7.459431618637297,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-22T15:24:28.657976+00:00,1790090668.6579735,918318704733015,220.243.139.14,22286,192.168.50.47,80,TCP,,new,1,0,48,0,1,48,0.0,1184.8084588765173,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,3,1,1,0,0,0,1,176,7.459431618637297,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-22T15:24:28.657976+00:00,1790090668.6579735,585482538825335,198.7.184.104,29733,192.168.50.47,80,TCP,,new,1,0,49,0,1,49,0.0,1008.2008392951049,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,1,1,1,0,0,0,1,176,7.459431618637297,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
beacon,2026-09-22T15:27:12.321641+00:00,1790090832.321641,976365934081084,192.168.50.18,4177,203.0.113.68,443,TCP,,new,5,0,338,0,6,402,0.025765965712595616,0.0,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,38,1,1,0,0,0,1,1,0.0,6.443512920791111,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-22T15:24:28.657976+00:00,1790090668.6579735,388685877530462,27.101.76.106,4986,192.168.50.47,80,TCP,,new,1,0,63,0,1,63,0.0,1239.9134209121896,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,3,1,1,0,0,0,1,176,7.459431618637297,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-22T15:24:28.657976+00:00,1790090668.6579735,805944776076348,206.118.68.193,63727,192.168.50.47,80,TCP,,new,1,0,47,0,1,47,0.0,1030.6179344959073,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,2,1,1,0,0,0,1,176,7.459431618637297,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
beacon,2026-09-22T15:26:40.543216+00:00,1790090800.5432165,412155014048002,192.168.50.18,2440,203.0.113.68,443,TCP,,new,2,0,249,0,3,313,0.05343342567932749,0.0,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,38,1,1,0,0,0,1,1,0.0,6.3187075751374255,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-22T15:24:28.657976+00:00,1790090668.6579735,273372109984560,10.79.43.216,19132,192.168.50.47,80,TCP,,new,1,0,71,0,1,71,0.0,1492.0504356657311,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,3,1,1,0,0,0,1,176,7.459431618637297,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-22T15:24:28.657976+00:00,1790090668.6579735,783250666697647,41.69.173.207,53794,192.168.50.47,80,TCP,,new,1,0,48,0,1,48,0.0,1047.0135459873663,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,1,1,1,0,0,0,1,176,7.459431618637297,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-22T15:24:28.657976+00:00,1790090668.6579735,291292714319615,63.135.130.25,2735,192.168.50.47,80,TCP,,new,1,0,57,0,1,57,0.0,891.7857203808193,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,2,1,1,0,0,0,1,176,7.459431618637297,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-22T15:24:28.657976+00:00,1790090668.6579735,568066080879930,164.204.218.75,48075,192.168.50.47,80,TCP,,new,1,0,65,0,1,65,0.0,943.9575437393986,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,2,1,1,0,0,0,1,176,7.459431618637297,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
portscan,2026-09-22T15:24:28.657976+00:00,1790090668.6579735,431271079708396,192.168.50.18,22339,192.168.50.47,30129,TCP,,new,1,0,54,0,1,54,0.0,0.0,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,63,1,63,0,0,0,63,1,0.0,0.0003940742681657419,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-22T15:24:28.657976+00:00,1790090668.6579735,234181977207601,187.216.103.191,6169,192.168.50.47,80,TCP,,new,1,0,53,0,1,53,0.0,880.5023977716705,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,3,1,1,0,0,0,1,176,7.459431618637297,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-22T15:24:28.657976+00:00,1790090668.6579735,989818873845392,254.95.19.237,16626,192.168.50.47,80,TCP,,new,1,0,62,0,1,62,0.0,850.4021790872742,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,1,1,1,0,0,0,1,176,7.459431618637297,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
beacon,2026-09-22T15:25:44.164194+00:00,1790090744.1641939,986460777555751,192.168.50.18,58269,203.0.113.68,443,TCP,,new,5,0,231,0,6,295,0.04516911137541674,0.0,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,38,1,1,0,0,0,1,1,0.0,6.226458931784491,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
